,box_name,channel_name,time,value,label
309,Box0,Lumosity,2020-06-13 21:48:17,200.0,T
310,Box0,R,2020-06-13 21:48:17,568.0,T
311,Box0,G,2020-06-13 21:48:17,393.0,T
312,Box0,B,2020-06-13 21:48:17,321.0,T
313,Box0,PIR,2020-06-13 21:48:17,1.0,T
314,Box0,Temperature,2020-06-13 21:48:17,23.44,T
315,Box0,Approx. Altitude,2020-06-13 21:48:17,-50.969,T
316,Box0,Humidity,2020-06-13 21:48:17,34.073,T
317,Box0,Accel X,2020-06-13 21:48:17,0.2,T
318,Box0,Accel Y,2020-06-13 21:48:17,-0.87,T
319,Box0,Accel Z,2020-06-13 21:48:17,9.88,T
320,Box0,Magnet X,2020-06-13 21:48:17,46.75,T
321,Box0,Magnet Y,2020-06-13 21:48:17,22.062,T
322,Box0,Magnet Z,2020-06-13 21:48:17,-73.56,T
323,Box0,Pressure,2020-06-13 21:48:17,1019.386,T
324,Box0,G,2020-06-13 21:48:18,393.0,T
325,Box0,R,2020-06-13 21:48:18,568.0,T
326,Box0,Lumosity,2020-06-13 21:48:18,200.0,T
327,Box0,B,2020-06-13 21:48:18,321.0,T
328,Box0,Audio,2020-06-13 21:48:18,0.234,T
329,Box0,PIR,2020-06-13 21:48:18,1.0,T
330,Box0,Color Temp (K),2020-06-13 21:48:18,3544.0,T
331,Box0,C,2020-06-13 21:48:18,1288.0,T
332,Box0,Temperature,2020-06-13 21:48:18,23.44,T
333,Box0,Pressure,2020-06-13 21:48:18,1019.395,T
334,Box0,Magnet Y,2020-06-13 21:48:18,21.687,T
335,Box0,Magnet X,2020-06-13 21:48:18,46.375,T
336,Box0,Accel Z,2020-06-13 21:48:18,9.95,T
337,Box0,Magnet Z,2020-06-13 21:48:18,-72.75,T
338,Box0,Accel X,2020-06-13 21:48:18,0.21,T
339,Box0,Humidity,2020-06-13 21:48:18,34.084,T
340,Box0,Approx. Altitude,2020-06-13 21:48:18,-51.038,T
341,Box0,Accel Y,2020-06-13 21:48:18,-0.86,T
342,Box0,B,2020-06-13 21:48:19,321.0,T
343,Box0,PIR,2020-06-13 21:48:19,1.0,T
344,Box0,Audio,2020-06-13 21:48:19,0.215,T
345,Box0,Color Temp (K),2020-06-13 21:48:19,3540.0,T
346,Box0,Lumosity,2020-06-13 21:48:19,202.0,T
347,Box0,R,2020-06-13 21:48:19,569.0,T
348,Box0,G,2020-06-13 21:48:19,394.0,T
349,Box0,C,2020-06-13 21:48:19,1290.0,T
350,Box0,Temperature,2020-06-13 21:48:19,23.44,T
351,Box0,Pressure,2020-06-13 21:48:19,1019.369,T
352,Box0,Magnet Y,2020-06-13 21:48:19,21.25,T
353,Box0,Magnet X,2020-06-13 21:48:19,46.75,T
354,Box0,Accel Z,2020-06-13 21:48:19,9.96,T
355,Box0,Magnet Z,2020-06-13 21:48:19,-73.56,T
356,Box0,Accel X,2020-06-13 21:48:19,0.23,T
357,Box0,Humidity,2020-06-13 21:48:19,34.096,T
358,Box0,Approx. Altitude,2020-06-13 21:48:19,-50.821,T
359,Box0,Accel Y,2020-06-13 21:48:19,-0.85,T
360,Box0,B,2020-06-13 21:48:20,321.0,T
361,Box0,PIR,2020-06-13 21:48:20,1.0,T
362,Box0,Audio,2020-06-13 21:48:20,0.22,T
363,Box0,Color Temp (K),2020-06-13 21:48:20,3544.0,T
364,Box0,Lumosity,2020-06-13 21:48:20,200.0,T
365,Box0,R,2020-06-13 21:48:20,568.0,T
366,Box0,G,2020-06-13 21:48:20,393.0,T
367,Box0,C,2020-06-13 21:48:20,1289.0,T
